t soma.v(0.5)
 1286.7 -52.1096
 1286.75 -51.9913
 1286.79 -51.8531
 1286.83 -51.6885
 1286.87 -51.4872
 1286.91 -51.2323
 1286.93 -51.0437
 1286.96 -50.8166
 1286.98 -50.5362
 1287.01 -50.1799
 1287.02 -49.9217
 1287.03 -49.6174
 1287.05 -49.2565
 1287.06 -48.8281
 1287.08 -48.3227
 1287.09 -47.7334
 1287.11 -47.0577
 1287.12 -46.2972
 1287.14 -45.4552
 1287.15 -44.5333
 1287.16 -43.5287
 1287.18 -42.434
 1287.19 -41.2384
 1287.21 -39.9336
 1287.22 -38.5181
 1287.24 -37.0015
 1287.25 -35.4052
 1287.27 -33.7572
 1287.28 -32.0838
 1287.29 -30.4015
 1287.31 -28.7119
 1287.32 -27.0003
 1287.34 -25.2396
 1287.36 -22.3444
 1287.38 -19.071
 1287.4 -15.2423
 1287.43 -10.7461
 1287.45 -5.62022
 1287.47 -0.130452
 1287.49 5.22649
 1287.51 10.0129
 1287.54 13.9318
 1287.56 16.9874
 1287.58 19.3255
 1287.6 21.0938
 1287.63 22.4149
 1287.65 23.3993
 1287.67 24.1351
 1287.69 24.678
 1287.71 25.0587
 1287.74 25.2974
 1287.76 25.4129
 1287.78 25.4226
 1287.8 25.3409
 1287.82 25.1784
 1287.85 24.9441
 1287.87 24.6466
 1287.89 24.2941
 1287.91 23.8943
 1287.94 23.4533
 1287.96 22.9757
 1287.98 22.4653
 1288 21.9251
 1288.02 21.3578
 1288.05 20.7657
 1288.07 20.1513
 1288.09 19.5169
 1288.11 18.8648
 1288.14 18.1973
 1288.16 17.5168
 1288.18 16.8251
 1288.2 16.1241
 1288.22 15.4151
 1288.25 14.6994
 1288.27 13.9777
 1288.29 13.2505
 1288.31 12.5178
 1288.33 11.7798
 1288.36 11.0362
 1288.38 10.2866
 1288.4 9.53076
 1288.42 8.76823
 1288.45 7.99872
 1288.47 7.22207
 1288.49 6.43826
 1288.51 5.64747
 1288.53 4.85008
 1288.56 4.04666
 1288.58 3.23793
 1288.6 2.42475
 1288.62 1.60799
 1288.64 0.788575
 1288.67 -0.0326572
 1288.69 -0.854933
 1288.71 -1.6776
 1288.73 -2.50015
 1288.76 -3.32217
 1288.78 -4.14339
 1288.8 -4.96357
 1288.82 -5.78255
 1288.84 -6.60013
 1288.87 -7.4161
 1288.89 -8.23027
 1288.91 -9.04257
 1288.93 -9.85295
 1288.96 -10.6614
 1288.98 -11.468
 1289 -12.2727
 1289.02 -13.0749
 1289.04 -13.8741
 1289.07 -14.6702
 1289.09 -15.4629
 1289.11 -16.2518
 1289.13 -17.0365
 1289.15 -17.8167
 1289.18 -18.5924
 1289.2 -19.3633
 1289.22 -20.129
 1289.24 -20.8892
 1289.27 -21.6438
 1289.29 -22.3923
 1289.31 -23.1344
 1289.33 -23.8699
 1289.35 -24.5984
 1289.38 -25.3195
 1289.4 -26.0329
 1289.42 -26.7383
 1289.44 -27.4352
 1289.47 -28.1235
 1289.49 -28.8027
 1289.51 -29.4725
 1289.53 -30.1326
 1289.55 -30.7827
 1289.58 -31.4226
 1289.6 -32.0519
 1289.62 -32.6705
 1289.64 -33.2781
 1289.66 -33.8745
 1289.69 -34.4596
 1289.71 -35.0331
 1289.73 -35.5949
 1289.75 -36.1448
 1289.78 -36.6829
 1289.8 -37.2089
 1289.82 -37.7229
 1289.84 -38.2247
 1289.86 -38.7144
 1289.89 -39.192
 1289.91 -39.6575
 1289.93 -40.1111
 1289.95 -40.5526
 1289.97 -40.9824
 1290 -41.4005
 1290.02 -41.807
 1290.04 -42.2021
 1290.06 -42.5859
 1290.09 -42.9587
 1290.11 -43.3206
 1290.13 -43.6718
 1290.15 -44.0125
 1290.17 -44.3429
 1290.2 -44.6633
 1290.22 -44.9738
 1290.24 -45.2747
 1290.26 -45.5662
 1290.29 -45.8485
 1290.31 -46.1219
 1290.33 -46.3865
 1290.35 -46.6426
 1290.37 -46.8904
 1290.41 -47.2594
 1290.44 -47.6098
 1290.48 -47.9425
 1290.51 -48.2583
 1290.55 -48.5581
 1290.58 -48.8426
 1290.61 -49.1126
 1290.65 -49.3688
 1290.68 -49.612
 1290.72 -49.8429
 1290.75 -50.0621
 1290.79 -50.2703
 1290.82 -50.4679
 1290.86 -50.6557
 1290.89 -50.8341
 1290.92 -51.0037
 1290.96 -51.1648
 1290.99 -51.3179
 1291.03 -51.4634
 1291.06 -51.6017
 1291.1 -51.7331
 1291.13 -51.8579
 1291.17 -51.9764
 1291.2 -52.0889
 1291.23 -52.1956
 1291.27 -52.2967
 1291.3 -52.3926
 1291.34 -52.4833
 1291.37 -52.5692
 1291.41 -52.6503
 1291.44 -52.727
 1291.48 -52.7993
 1291.51 -52.8676
 1291.54 -52.9319
 1291.58 -52.9925
 1291.61 -53.0495
 1291.65 -53.1032
 1291.68 -53.1536
 1291.72 -53.201
 1291.75 -53.2455
 1291.78 -53.2873
 1291.82 -53.3265
 1291.85 -53.3633
 1291.89 -53.3978
 1291.92 -53.4301
 1291.98 -53.4763
 1292.03 -53.5179
 1292.08 -53.5554
 1292.14 -53.5892
 1292.19 -53.6195
 1292.24 -53.6467
 1292.27 -53.6611
 1292.31 -53.6746
 1292.34 -53.6872
 1292.37 -53.6991
 1292.4 -53.7102
 1292.43 -53.7205
 1292.46 -53.7302
 1292.49 -53.7392
 1292.52 -53.7476
 1292.55 -53.7554
 1292.58 -53.7626
 1292.61 -53.7694
 1292.64 -53.7756
 1292.68 -53.7813
 1292.71 -53.7866
 1292.74 -53.7915
 1292.77 -53.7959
 1292.82 -53.8025
 1292.87 -53.808
 1292.92 -53.8125
 1292.98 -53.8161
 1293.03 -53.8188
 1293.08 -53.8207
 1293.16 -53.8222
 1293.25 -53.822
 1293.33 -53.8202
 1293.41 -53.817
 1293.49 -53.8125
 1293.58 -53.8069
 1293.66 -53.8003
 1293.74 -53.7928
 1293.83 -53.7845
 1293.91 -53.7755
 1293.99 -53.7658
 1294.07 -53.7557
 1294.16 -53.745
 1294.24 -53.7339
 1294.32 -53.7225
 1294.4 -53.7107
 1294.49 -53.6986
 1294.57 -53.6862
 1294.73 -53.6619
 1294.89 -53.6368
 1295.04 -53.6109
 1295.2 -53.5843
 1295.46 -53.5382
 1295.73 -53.4894
 1295.99 -53.4371
 1296.25 -53.3804
 1296.7 -53.2695
 1297.15 -53.1332
 1297.59 -52.9569
 1298.04 -52.7154
 1298.49 -52.3426
 1298.6 -52.2135
 1298.71 -52.0558
 1298.83 -51.8542
 1298.94 -51.5803
 1299.01 -51.3269
 1299.09 -50.9735
 1299.13 -50.6834
 1299.18 -50.2876
 1299.22 -49.7055
 1299.23 -49.637
 1299.23 -49.5654
 1299.24 -49.4904
 1299.24 -49.412
 1299.24 -49.3297
 1299.25 -49.1948
 1299.26 -49.0494
 1299.27 -48.801
 1299.28 -48.5221
 1299.29 -48.2094
 1299.3 -47.8602
 1299.31 -47.4724
 1299.32 -47.0452
 1299.33 -46.579
 1299.34 -46.0747
 1299.35 -45.5336
 1299.36 -44.9567
 1299.38 -44.0201
 1299.39 -43.0007
 1299.41 -41.8918
 1299.42 -40.6847
 1299.44 -39.3727
 1299.45 -37.9572
 1299.47 -36.4508
 1299.48 -34.8761
 1299.5 -33.2598
 1299.51 -31.6246
 1299.53 -29.9821
 1299.54 -28.3292
 1299.56 -26.6487
 1299.57 -24.9117
 1299.6 -21.9945
 1299.62 -18.6822
 1299.65 -14.823
 1299.67 -10.3424
 1299.69 -5.35331
 1299.72 -0.165569
 1299.74 4.74006
 1299.77 9.02339
 1299.79 12.4989
 1299.81 15.207
 1299.84 17.2794
 1299.86 18.8464
 1299.89 20.0203
 1299.91 20.8978
 1299.93 21.5504
 1299.96 22.0213
 1299.98 22.3357
 1300.01 22.5126
 1300.03 22.5704
 1300.05 22.5253
 1300.08 22.3909
 1300.1 22.1778
 1300.13 21.8956
 1300.15 21.5532
 1300.17 21.159
 1300.2 20.7199
 1300.22 20.2412
 1300.25 19.7268
 1300.27 19.18
 1300.29 18.6037
 1300.32 18.001
 1300.34 17.3744
 1300.37 16.727
 1300.39 16.0614
 1300.41 15.3803
 1300.44 14.6864
 1300.46 13.9819
 1300.49 13.2685
 1300.51 12.5477
 1300.53 11.8205
 1300.56 11.0874
 1300.58 10.349
 1300.61 9.60524
 1300.63 8.85619
 1300.65 8.10162
 1300.68 7.3412
 1300.7 6.57458
 1300.73 5.80143
 1300.75 5.02158
 1300.77 4.23502
 1300.8 3.44198
 1300.82 2.64294
 1300.85 1.8386
 1300.87 1.0298
 1300.89 0.217487
 1300.92 -0.597367
 1300.94 -1.41381
 1300.97 -2.23097
 1300.99 -3.04811
 1301.01 -3.86465
 1301.04 -4.68011
 1301.06 -5.49416
 1301.09 -6.30652
 1301.11 -7.1169
 1301.13 -7.92506
 1301.16 -8.73082
 1301.18 -9.53407
 1301.21 -10.3348
 1301.23 -11.1329
 1301.25 -11.9285
 1301.28 -12.7215
 1301.3 -13.5111
 1301.32 -14.2973
 1301.35 -15.0799
 1301.37 -15.8586
 1301.4 -16.633
 1301.42 -17.403
 1301.44 -18.1683
 1301.47 -18.9287
 1301.49 -19.684
 1301.52 -20.4338
 1301.54 -21.1778
 1301.56 -21.9157
 1301.59 -22.6473
 1301.61 -23.3721
 1301.64 -24.0898
 1301.66 -24.8002
 1301.68 -25.5027
 1301.71 -26.1972
 1301.73 -26.8833
 1301.76 -27.5605
 1301.78 -28.2287
 1301.8 -28.8874
 1301.83 -29.5365
 1301.85 -30.1756
 1301.88 -30.8045
 1301.9 -31.423
 1301.92 -32.0309
 1301.95 -32.628
 1301.97 -33.2142
 1302 -33.7894
 1302.02 -34.3534
 1302.04 -34.9062
 1302.07 -35.4477
 1302.09 -35.9777
 1302.12 -36.4963
 1302.14 -37.0034
 1302.16 -37.4989
 1302.19 -37.9829
 1302.21 -38.4555
 1302.24 -38.9165
 1302.26 -39.3661
 1302.28 -39.8043
 1302.31 -40.2312
 1302.33 -40.6469
 1302.36 -41.0516
 1302.38 -41.4453
 1302.4 -41.8282
 1302.43 -42.2005
 1302.45 -42.5622
 1302.48 -42.9136
 1302.5 -43.2548
 1302.52 -43.586
 1302.55 -43.9074
 1302.57 -44.2193
 1302.6 -44.5217
 1302.62 -44.8149
 1302.64 -45.0991
 1302.67 -45.3746
 1302.69 -45.6415
 1302.72 -45.9
 1302.74 -46.1505
 1302.78 -46.5201
 1302.81 -46.8718
 1302.85 -47.2066
 1302.89 -47.5251
 1302.92 -47.8282
 1302.96 -48.1166
 1303 -48.3911
 1303.03 -48.6523
 1303.07 -48.901
 1303.11 -49.1378
 1303.14 -49.3635
 1303.18 -49.5784
 1303.22 -49.7833
 1303.26 -49.9786
 1303.29 -50.1649
 1303.33 -50.3426
 1303.37 -50.5122
 1303.4 -50.674
 1303.44 -50.8284
 1303.48 -50.9758
 1303.51 -51.1166
 1303.55 -51.2509
 1303.59 -51.3792
 1303.62 -51.5016
 1303.66 -51.6185
 1303.7 -51.73
 1303.73 -51.8364
 1303.77 -51.9379
 1303.81 -52.0347
 1303.87 -52.1782
 1303.92 -52.3111
 1303.98 -52.4341
 1304.04 -52.5477
 1304.1 -52.6526
 1304.16 -52.7492
 1304.22 -52.8382
 1304.27 -52.9198
 1304.33 -52.9948
 1304.39 -53.0634
 1304.45 -53.1261
 1304.51 -53.1833
 1304.56 -53.2354
 1304.62 -53.2826
 1304.68 -53.3254
 1304.74 -53.3641
 1304.8 -53.399
 1304.86 -53.4302
 1304.91 -53.4581
 1304.97 -53.4829
 1305.06 -53.5154
 1305.15 -53.5419
 1305.24 -53.5631
 1305.33 -53.5796
 1305.42 -53.5918
 1305.5 -53.6004
 1305.65 -53.6077
 1305.8 -53.6076
 1305.89 -53.6045
 1305.99 -53.5993
 1306.08 -53.5922
 1306.14 -53.5864
 1306.21 -53.5799
 1306.27 -53.5727
 1306.34 -53.5649
 1306.4 -53.5565
 1306.47 -53.5475
 1306.53 -53.5379
 1306.63 -53.5221
 1306.73 -53.505
 1306.83 -53.4869
 1306.93 -53.4678
 1307.03 -53.4479
 1307.13 -53.4273
 1307.23 -53.4063
 1307.41 -53.3669
 1307.59 -53.3272
 1307.78 -53.2877
 1307.96 -53.2483
 1308.14 -53.2089
 1308.32 -53.1691
 1308.51 -53.1281
 1308.69 -53.0854
 1308.87 -53.0401
 1309.16 -52.9612
 1309.45 -52.8694
 1309.73 -52.7592
 1310.02 -52.622
 1310.31 -52.4445
 1310.59 -52.196
 1310.67 -52.1176
 1310.74 -52.0286
 1310.86 -51.8467
 1310.98 -51.6003
 1311.01 -51.5251
 1311.04 -51.4422
 1311.1 -51.2445
 1311.16 -50.9872
 1311.19 -50.801
 1311.23 -50.5729
 1311.26 -50.2838
 1311.3 -49.9019
 1311.32 -49.5984
 1311.34 -49.2222
 1311.36 -48.7495
 1311.38 -48.1542
 1311.39 -47.7247
 1311.41 -47.2374
 1311.42 -46.6907
 1311.43 -46.0851
 1311.45 -45.4224
 1311.46 -44.7049
 1311.47 -43.9333
 1311.48 -43.1068
 1311.5 -42.2223
 1311.52 -40.3298
 1311.55 -38.1927
 1311.56 -36.7065
 1311.58 -35.1468
 1311.6 -33.5391
 1311.61 -31.9071
 1311.63 -30.2648
 1311.64 -28.6118
 1311.66 -26.933
 1311.68 -25.2006
 1311.69 -23.3776
 1311.72 -20.3308
 1311.74 -16.828
 1311.76 -12.7623
 1311.79 -8.15996
 1311.81 -3.21341
 1311.84 1.68034
 1311.86 6.10706
 1311.89 9.84936
 1311.91 12.8511
 1311.93 15.1827
 1311.96 16.9594
 1311.98 18.3
 1312.01 19.3103
 1312.03 20.0709
 1312.06 20.6336
 1312.08 21.0291
 1312.1 21.2789
 1312.13 21.4017
 1312.15 21.4148
 1312.18 21.3324
 1312.2 21.1663
 1312.23 20.9264
 1312.25 20.622
 1312.27 20.2617
 1312.3 19.8531
 1312.32 19.4023
 1312.35 18.9139
 1312.37 18.3915
 1312.4 17.8382
 1312.42 17.257
 1312.45 16.6507
 1312.47 16.0224
 1312.49 15.3747
 1312.52 14.7107
 1312.54 14.0329
 1312.57 13.3439
 1312.59 12.6457
 1312.62 11.94
 1312.64 11.2279
 1312.66 10.5102
 1312.69 9.78748
 1312.71 9.05993
 1312.74 8.32757
 1312.76 7.59018
 1312.79 6.84741
 1312.81 6.09883
 1312.83 5.34403
 1312.86 4.5827
 1312.88 3.8147
 1312.91 3.04013
 1312.93 2.25934
 1312.96 1.47293
 1312.98 0.681669
 1313 -0.113527
 1313.03 -0.911688
 1313.05 -1.71184
 1313.08 -2.51309
 1313.1 -3.31463
 1313.13 -4.11582
 1313.15 -4.91615
 1313.18 -5.71526
 1313.2 -6.51282
 1313.22 -7.30854
 1313.25 -8.10212
 1313.27 -8.89333
 1313.3 -9.68196
 1313.32 -10.4679
 1313.35 -11.251
 1313.37 -12.0313
 1313.39 -12.8085
 1313.42 -13.582
 1313.44 -14.3517
 1313.47 -15.1176
 1313.49 -15.8794
 1313.52 -16.6368
 1313.54 -17.3896
 1313.56 -18.1378
 1313.59 -18.881
 1313.61 -19.6193
 1313.64 -20.3522
 1313.66 -21.0795
 1313.69 -21.8009
 1313.71 -22.5162
 1313.73 -23.225
 1313.76 -23.9271
 1313.78 -24.6221
 1313.81 -25.3097
 1313.83 -25.9895
 1313.86 -26.6613
 1313.88 -27.3246
 1313.91 -27.9793
 1313.93 -28.625
 1313.95 -29.2614
 1313.98 -29.8883
 1314 -30.5056
 1314.03 -31.1129
 1314.05 -31.7102
 1314.08 -32.2973
 1314.1 -32.8742
 1314.12 -33.4405
 1314.15 -33.9964
 1314.17 -34.5417
 1314.2 -35.0764
 1314.22 -35.6003
 1314.25 -36.1134
 1314.27 -36.6157
 1314.29 -37.1071
 1314.32 -37.5876
 1314.34 -38.0573
 1314.37 -38.5161
 1314.39 -38.964
 1314.42 -39.4012
 1314.44 -39.8276
 1314.46 -40.2433
 1314.49 -40.6485
 1314.51 -41.0432
 1314.54 -41.4275
 1314.56 -41.8016
 1314.59 -42.1655
 1314.61 -42.5195
 1314.63 -42.8636
 1314.66 -43.198
 1314.68 -43.5229
 1314.71 -43.8385
 1314.73 -44.145
 1314.76 -44.4424
 1314.78 -44.731
 1314.81 -45.0111
 1314.83 -45.2828
 1314.85 -45.5462
 1314.88 -45.8017
 1314.9 -46.0494
 1314.94 -46.4183
 1314.98 -46.7699
 1315.02 -47.1049
 1315.05 -47.424
 1315.09 -47.728
 1315.13 -48.0176
 1315.17 -48.2937
 1315.2 -48.5567
 1315.24 -48.8076
 1315.28 -49.0467
 1315.32 -49.2749
 1315.35 -49.4925
 1315.39 -49.7003
 1315.43 -49.8986
 1315.47 -50.088
 1315.51 -50.2688
 1315.54 -50.4417
 1315.58 -50.6068
 1315.62 -50.7646
 1315.66 -50.9154
 1315.69 -51.0596
 1315.73 -51.1974
 1315.77 -51.3291
 1315.81 -51.455
 1315.85 -51.5754
 1315.88 -51.6903
 1315.92 -51.8002
 1315.96 -51.9051
 1316.02 -52.0773
 1316.09 -52.236
 1316.16 -52.3822
 1316.22 -52.5167
 1316.29 -52.6403
 1316.35 -52.7538
 1316.42 -52.8579
 1316.49 -52.9533
 1316.55 -53.0407
 1316.62 -53.1206
 1316.68 -53.1937
 1316.75 -53.2605
 1316.82 -53.3214
 1316.88 -53.377
 1316.95 -53.4277
 1317.01 -53.4739
 1317.08 -53.516
 1317.19 -53.5779
 1317.3 -53.6307
 1317.41 -53.6757
 1317.52 -53.714
 1317.63 -53.7467
 1317.74 -53.7745
 1317.85 -53.7981
 1318.02 -53.8276
 1318.18 -53.8506
 1318.35 -53.8687
 1318.62 -53.8901
 1318.89 -53.9057
 1319.16 -53.918
 1319.43 -53.9286
 1319.88 -53.9448
 1320.33 -53.9609
 1320.78 -53.9759
 1321.23 -53.9887
 1321.68 -53.9968
 1322.13 -53.9995
 1322.59 -53.9949
 1323.04 -53.9805
 1323.49 -53.9544
 1323.94 -53.9121
 1324.39 -53.8564
 1324.84 -53.7773
 1324.95 -53.7527
 1325.07 -53.7273
 1325.18 -53.7011
 1325.35 -53.6574
 1325.53 -53.6064
 1325.7 -53.5474
 1325.88 -53.4796
 1326.05 -53.401
 1326.38 -53.2137
 1326.7 -52.9405
 1326.78 -52.8526
 1326.87 -52.752
 1327.05 -52.4452
 1327.1 -52.3458
 1327.14 -52.2321
 1327.21 -52.0206
 1327.28 -51.7366
 1327.3 -51.6503
 1327.32 -51.5557
 1327.36 -51.3085
 1327.38 -51.1205
 1327.4 -50.8942
 1327.43 -50.6153
 1327.45 -50.2616
 1327.47 -50.0076
 1327.48 -49.7091
 1327.49 -49.356
 1327.51 -48.9381
 1327.52 -48.4462
 1327.54 -47.8736
 1327.55 -47.2179
 1327.56 -46.4804
 1327.58 -45.6641
 1327.59 -44.7709
 1327.61 -43.7987
 1327.62 -42.7407
 1327.63 -41.5867
 1327.65 -40.3272
 1327.66 -38.9585
 1327.68 -37.4869
 1327.69 -35.9301
 1327.7 -34.314
 1327.72 -32.6658
 1327.73 -31.0054
 1327.75 -29.3397
 1327.76 -27.6601
 1327.77 -25.9455
 1327.79 -24.1626
 1327.8 -22.2692
 1327.81 -20.2176
 1327.83 -17.9592
 1327.85 -13.817
 1327.87 -8.96314
 1327.9 -3.49134
 1327.92 2.22473
 1327.94 7.60156
 1327.96 12.2295
 1327.98 15.9105
 1328.01 18.7246
 1328.03 20.8441
 1328.05 22.4226
 1328.07 23.5887
 1328.1 24.4515
 1328.12 25.0894
 1328.14 25.547
 1328.16 25.8494
 1328.19 26.0159
 1328.21 26.0654
 1328.23 26.0148
 1328.25 25.8769
 1328.27 25.6619
 1328.3 25.3785
 1328.32 25.0355
 1328.34 24.6412
 1328.36 24.2025
 1328.39 23.725
 1328.41 23.2128
 1328.43 22.6692
 1328.45 22.0971
 1328.48 21.4991
 1328.5 20.8774
 1328.52 20.2346
 1328.54 19.5731
 1328.56 18.8952
 1328.59 18.2032
 1328.61 17.4993
 1328.63 16.7853
 1328.65 16.0629
 1328.68 15.3332
 1328.7 14.5972
 1328.72 13.8552
 1328.74 13.1076
 1328.76 12.3543
 1328.79 11.5951
 1328.81 10.8297
 1328.83 10.0577
 1328.85 9.27869
 1328.88 8.49238
 1328.9 7.69859
 1328.92 6.89732
 1328.94 6.08875
 1328.97 5.27328
 1328.99 4.4515
 1329.01 3.62417
 1329.03 2.79216
 1329.05 1.9564
 1329.08 1.11781
 1329.1 0.27727
 1329.12 -0.56443
 1329.14 -1.40663
 1329.17 -2.24882
 1329.19 -3.0906
 1329.21 -3.93169
 1329.23 -4.77186
 1329.26 -5.61095
 1329.28 -6.44876
 1329.3 -7.28506
 1329.32 -8.11969
 1329.34 -8.95254
 1329.37 -9.78357
 1329.39 -10.6128
 1329.41 -11.4402
 1329.43 -12.2659
 1329.46 -13.0891
 1329.48 -13.9093
 1329.5 -14.7263
 1329.52 -15.5398
 1329.54 -16.3493
 1329.57 -17.1546
 1329.59 -17.9552
 1329.61 -18.751
 1329.63 -19.5417
 1329.66 -20.327
 1329.68 -21.1067
 1329.7 -21.8803
 1329.72 -22.6475
 1329.75 -23.4081
 1329.77 -24.1616
 1329.79 -24.9077
 1329.81 -25.6461
 1329.83 -26.3763
 1329.86 -27.0979
 1329.88 -27.8107
 1329.9 -28.5143
 1329.92 -29.2082
 1329.95 -29.8921
 1329.97 -30.5658
 1329.99 -31.2288
 1330.01 -31.8809
 1330.04 -32.5217
 1330.06 -33.1511
 1330.08 -33.7688
 1330.1 -34.3745
 1330.12 -34.968
 1330.15 -35.5492
 1330.17 -36.1179
 1330.19 -36.674
 1330.21 -37.2173
 1330.24 -37.7478
 1330.26 -38.2655
 1330.28 -38.7702
 1330.3 -39.2621
 1330.33 -39.7412
 1330.35 -40.2075
 1330.37 -40.6611
 1330.39 -41.1021
 1330.41 -41.5308
 1330.44 -41.9471
 1330.46 -42.3514
 1330.48 -42.7438
 1330.5 -43.1244
 1330.53 -43.4936
 1330.55 -43.8515
 1330.57 -44.1983
 1330.59 -44.5342
 1330.61 -44.8596
 1330.64 -45.1746
 1330.66 -45.4795
 1330.68 -45.7745
 1330.7 -46.0599
 1330.73 -46.3359
 1330.75 -46.6027
 1330.77 -46.8606
 1330.79 -47.1099
 1330.82 -47.3508
 1330.85 -47.7173
 1330.89 -48.0642
 1330.92 -48.3925
 1330.96 -48.7031
 1330.99 -48.9971
 1331.03 -49.2753
 1331.06 -49.5386
 1331.1 -49.7877
 1331.13 -50.0236
 1331.17 -50.2469
 1331.21 -50.4584
 1331.24 -50.6587
 1331.28 -50.8484
 1331.31 -51.0281
 1331.35 -51.1984
 1331.38 -51.3597
 1331.42 -51.5125
 1331.45 -51.6572
 1331.49 -51.7943
 1331.52 -51.9241
 1331.56 -52.047
 1331.6 -52.1632
 1331.63 -52.2732
 1331.67 -52.3773
 1331.7 -52.4757
 1331.74 -52.5687
 1331.77 -52.6565
 1331.81 -52.7396
 1331.84 -52.818
 1331.88 -52.892
 1331.91 -52.9619
 1331.95 -53.0279
 1331.99 -53.0901
 1332.02 -53.1488
 1332.06 -53.2042
 1332.09 -53.2563
 1332.13 -53.3055
 1332.16 -53.3517
 1332.2 -53.3953
 1332.23 -53.4363
 1332.27 -53.4749
 1332.3 -53.5111
 1332.34 -53.5452
 1332.38 -53.5772
 1332.41 -53.6072
 1332.45 -53.6354
 1332.48 -53.6618
 1332.52 -53.6866
 1332.55 -53.7097
 1332.59 -53.7314
 1332.62 -53.7516
 1332.66 -53.7705
 1332.69 -53.7881
 1332.73 -53.8045
 1332.77 -53.8198
 1332.8 -53.834
 1332.84 -53.8471
 1332.87 -53.8593
 1332.91 -53.8705
 1332.94 -53.8808
 1332.98 -53.8903
 1333.03 -53.9032
 1333.09 -53.9143
 1333.14 -53.9238
 1333.19 -53.9319
 1333.25 -53.9385
 1333.3 -53.9439
 1333.35 -53.948
 1333.44 -53.9523
 1333.52 -53.9541
 1333.61 -53.9536
 1333.69 -53.9511
 1333.77 -53.9469
 1333.86 -53.941
 1333.94 -53.9338
 1334.03 -53.9253
 1334.11 -53.9158
 1334.2 -53.9053
 1334.28 -53.8939
 1334.36 -53.8819
 1334.45 -53.8692
 1334.53 -53.856
 1334.62 -53.8423
 1334.76 -53.8184
 1334.9 -53.7936
 1335.04 -53.7681
 1335.18 -53.7418
 1335.4 -53.6994
 1335.63 -53.6555
 1335.85 -53.61
 1336.07 -53.5627
 1336.43 -53.4795
 1336.8 -53.3872
 1337.35 -53.2206
 1337.91 -53.0017
 1338.46 -52.694
 1338.85 -52.3776
 1338.94 -52.2736
 1339.04 -52.1511
 1339.13 -52.0031
 1339.23 -51.8188
 1339.32 -51.5798
 1339.42 -51.2473
 1339.44 -51.1424
 1339.47 -51.0247
 1339.49 -50.891
 1339.51 -50.7371
 1339.54 -50.5572
 1339.56 -50.3432
 1339.59 -50.0829
 1339.61 -49.7587
 1339.63 -49.3444
 1339.66 -48.8049
 1339.68 -48.0987
 1339.7 -47.5281
 1339.71 -46.8637
 1339.73 -46.1058
 1339.74 -45.2587
 1339.76 -44.3266
 1339.78 -43.3099
 1339.79 -42.2027
 1339.81 -40.9951
 1339.82 -39.6787
 1339.84 -38.2528
 1339.85 -36.728
 1339.87 -35.1266
 1339.88 -33.4765
 1339.9 -31.8036
 1339.92 -30.1224
 1339.93 -28.4314
 1339.95 -26.7134
 1339.96 -24.9384
 1339.99 -21.9918
 1340.01 -18.6439
 1340.04 -14.738
 1340.06 -10.1972
 1340.08 -5.13947
 1340.11 0.109438
 1340.13 5.05201
 1340.16 9.3461
 1340.18 12.8138
 1340.2 15.5047
 1340.23 17.5563
 1340.25 19.1017
 1340.28 20.2553
 1340.3 21.1149
 1340.32 21.7514
 1340.35 22.2069
 1340.37 22.5061
 1340.4 22.668
 1340.42 22.711
 1340.45 22.6517
 1340.47 22.5033
 1340.49 22.2767
 1340.52 21.9815
 1340.54 21.6267
 1340.57 21.2207
 1340.59 20.7703
 1340.61 20.2806
 1340.64 19.7553
 1340.66 19.1977
 1340.69 18.6109
 1340.71 17.9977
 1340.73 17.361
 1340.76 16.7036
 1340.78 16.0284
 1340.81 15.3381
 1340.83 14.6352
 1340.85 13.9219
 1340.88 13.1999
 1340.9 12.4706
 1340.93 11.7348
 1340.95 10.9931
 1340.98 10.2459
 1341 9.49319
 1341.02 8.73495
 1341.05 7.97094
 1341.07 7.20084
 1341.1 6.42434
 1341.12 5.64117
 1341.14 4.85121
 1341.17 4.05456
 1341.19 3.25156
 1341.22 2.44279
 1341.24 1.62902
 1341.26 0.811151
 1341.29 -0.00983538
 1341.31 -0.83296
 1341.34 -1.6573
 1341.36 -2.48203
 1341.39 -3.30648
 1341.41 -4.13011
 1341.43 -4.95253
 1341.46 -5.77343
 1341.48 -6.59255
 1341.51 -7.40963
 1341.53 -8.22443
 1341.55 -9.03681
 1341.58 -9.84672
 1341.6 -10.6541
 1341.63 -11.4591
 1341.65 -12.2618
 1341.67 -13.0615
 1341.7 -13.8579
 1341.72 -14.6508
 1341.75 -15.44
 1341.77 -16.2251
 1341.79 -17.0058
 1341.82 -17.782
 1341.84 -18.5532
 1341.87 -19.3194
 1341.89 -20.0801
 1341.92 -20.8351
 1341.94 -21.584
 1341.96 -22.3265
 1341.99 -23.0622
 1342.01 -23.7909
 1342.04 -24.5121
 1342.06 -25.2255
 1342.08 -25.9308
 1342.11 -26.6276
 1342.13 -27.3155
 1342.16 -27.9943
 1342.18 -28.6635
 1342.2 -29.3229
 1342.23 -29.9723
 1342.25 -30.6112
 1342.28 -31.2396
 1342.3 -31.8573
 1342.33 -32.4639
 1342.35 -33.0594
 1342.37 -33.6436
 1342.4 -34.2164
 1342.42 -34.7777
 1342.45 -35.3274
