t soma.v(0.5)
 1430.68 -52.0525
 1430.73 -51.8923
 1430.78 -51.6975
 1430.83 -51.4516
 1430.88 -51.1258
 1430.91 -50.8393
 1430.94 -50.4614
 1430.96 -50.1565
 1430.98 -49.7733
 1431 -49.2822
 1431.02 -48.6492
 1431.03 -48.186
 1431.05 -47.6551
 1431.06 -47.0559
 1431.07 -46.3907
 1431.08 -45.6627
 1431.1 -44.8741
 1431.11 -44.0239
 1431.12 -43.1075
 1431.13 -42.1178
 1431.14 -41.0468
 1431.16 -39.889
 1431.17 -38.6437
 1431.19 -36.421
 1431.21 -34.0466
 1431.23 -31.6023
 1431.25 -29.1429
 1431.27 -26.6617
 1431.29 -24.0795
 1431.31 -21.266
 1431.33 -18.0695
 1431.35 -14.3488
 1431.37 -10.0244
 1431.39 -5.14073
 1431.41 0.075334
 1431.43 5.21118
 1431.45 9.84776
 1431.47 13.7464
 1431.49 16.8791
 1431.51 19.3234
 1431.53 21.1859
 1431.55 22.5823
 1431.57 23.6245
 1431.59 24.4039
 1431.61 24.9751
 1431.63 25.3729
 1431.65 25.6239
 1431.67 25.7491
 1431.69 25.7659
 1431.71 25.6889
 1431.73 25.5296
 1431.75 25.2978
 1431.77 25.0018
 1431.79 24.6493
 1431.81 24.2479
 1431.83 23.8043
 1431.85 23.3242
 1431.87 22.8125
 1431.89 22.273
 1431.91 21.7088
 1431.93 21.1225
 1431.95 20.516
 1431.97 19.8915
 1431.99 19.2506
 1432.01 18.5951
 1432.02 17.9268
 1432.04 17.2474
 1432.06 16.5586
 1432.08 15.862
 1432.1 15.159
 1432.12 14.4509
 1432.14 13.7387
 1432.16 13.0233
 1432.18 12.3051
 1432.2 11.5845
 1432.22 10.8616
 1432.24 10.1364
 1432.26 9.40897
 1432.28 8.67904
 1432.3 7.94646
 1432.32 7.21102
 1432.34 6.4725
 1432.36 5.73073
 1432.38 4.98557
 1432.4 4.23696
 1432.42 3.48496
 1432.44 2.7297
 1432.46 1.97147
 1432.48 1.21063
 1432.5 0.447651
 1432.52 -0.316975
 1432.54 -1.08273
 1432.56 -1.84909
 1432.58 -2.61558
 1432.6 -3.38177
 1432.62 -4.14732
 1432.64 -4.91193
 1432.66 -5.67538
 1432.68 -6.43753
 1432.7 -7.19821
 1432.72 -7.95727
 1432.74 -8.71457
 1432.76 -9.47001
 1432.78 -10.2236
 1432.8 -10.9752
 1432.82 -11.725
 1432.84 -12.473
 1432.86 -13.2184
 1432.88 -13.961
 1432.9 -14.7008
 1432.92 -15.4377
 1432.94 -16.1713
 1432.96 -16.9015
 1432.98 -17.6284
 1433 -18.3519
 1433.02 -19.0719
 1433.04 -19.7882
 1433.06 -20.5006
 1433.08 -21.2091
 1433.1 -21.9135
 1433.12 -22.6134
 1433.14 -23.3088
 1433.16 -23.9994
 1433.18 -24.6848
 1433.2 -25.365
 1433.22 -26.0394
 1433.24 -26.7079
 1433.26 -27.3701
 1433.28 -28.0257
 1433.3 -28.6743
 1433.32 -29.3156
 1433.34 -29.9493
 1433.36 -30.575
 1433.38 -31.1923
 1433.4 -31.801
 1433.42 -32.4006
 1433.44 -32.9909
 1433.46 -33.5716
 1433.48 -34.1424
 1433.5 -34.7031
 1433.52 -35.2534
 1433.54 -35.7933
 1433.56 -36.3224
 1433.58 -36.8408
 1433.6 -37.3483
 1433.62 -37.8448
 1433.64 -38.3303
 1433.66 -38.8048
 1433.68 -39.2683
 1433.7 -39.7209
 1433.72 -40.1627
 1433.74 -40.5937
 1433.76 -41.014
 1433.78 -41.4238
 1433.8 -41.8232
 1433.82 -42.2124
 1433.84 -42.5915
 1433.86 -42.9607
 1433.88 -43.3202
 1433.9 -43.6702
 1433.92 -44.0108
 1433.94 -44.3423
 1433.96 -44.6649
 1433.98 -44.9786
 1434 -45.2838
 1434.02 -45.5806
 1434.04 -45.8691
 1434.06 -46.1496
 1434.08 -46.4223
 1434.1 -46.6874
 1434.12 -46.9449
 1434.14 -47.1952
 1434.16 -47.4383
 1434.18 -47.6746
 1434.2 -47.904
 1434.22 -48.1269
 1434.24 -48.3435
 1434.26 -48.5538
 1434.28 -48.7581
 1434.3 -48.9565
 1434.33 -49.2495
 1434.36 -49.5297
 1434.39 -49.7977
 1434.42 -50.0542
 1434.45 -50.2996
 1434.48 -50.5345
 1434.51 -50.7593
 1434.54 -50.9747
 1434.57 -51.1809
 1434.6 -51.3785
 1434.63 -51.5678
 1434.66 -51.7494
 1434.69 -51.9235
 1434.73 -52.0904
 1434.76 -52.2507
 1434.79 -52.4045
 1434.82 -52.5521
 1434.85 -52.6939
 1434.88 -52.8301
 1434.91 -52.9609
 1434.94 -53.0866
 1434.97 -53.2074
 1435 -53.3235
 1435.03 -53.4351
 1435.06 -53.5424
 1435.09 -53.6456
 1435.12 -53.7447
 1435.15 -53.84
 1435.18 -53.9316
 1435.21 -54.0196
 1435.24 -54.1042
 1435.28 -54.1855
 1435.31 -54.2636
 1435.34 -54.3386
 1435.38 -54.448
 1435.43 -54.5508
 1435.48 -54.6471
 1435.52 -54.7375
 1435.57 -54.8221
 1435.62 -54.9012
 1435.66 -54.9752
 1435.71 -55.0442
 1435.76 -55.1086
 1435.81 -55.1686
 1435.85 -55.2245
 1435.9 -55.2763
 1435.95 -55.3245
 1436.02 -55.3912
 1436.09 -55.4504
 1436.16 -55.5027
 1436.23 -55.5486
 1436.31 -55.5886
 1436.38 -55.6234
 1436.45 -55.6533
 1436.52 -55.6788
 1436.59 -55.7003
 1436.66 -55.7181
 1436.74 -55.7326
 1436.81 -55.744
 1436.88 -55.7527
 1437.02 -55.7626
 1437.16 -55.7646
 1437.3 -55.7601
 1437.44 -55.7504
 1437.57 -55.7363
 1437.71 -55.7187
 1437.95 -55.683
 1438.18 -55.6417
 1438.41 -55.5968
 1438.78 -55.5213
 1439.15 -55.4429
 1439.52 -55.3633
 1439.89 -55.2828
 1440.27 -55.2016
 1440.64 -55.1187
 1441.01 -55.0348
 1441.38 -54.9475
 1441.75 -54.8599
 1442.12 -54.7721
 1442.49 -54.6825
 1442.86 -54.5838
 1443.23 -54.4718
 1443.6 -54.3508
 1443.97 -54.2229
 1444.34 -54.0822
 1444.71 -53.9252
 1445.08 -53.7401
 1445.45 -53.5137
 1445.54 -53.4484
 1445.63 -53.3777
 1445.73 -53.3006
 1445.88 -53.1565
 1446.03 -52.9869
 1446.18 -52.779
 1446.34 -52.513
 1446.42 -52.3249
 1446.51 -52.0862
 1446.56 -51.9038
 1446.61 -51.6768
 1446.64 -51.5059
 1446.68 -51.3003
 1446.71 -51.045
 1446.73 -50.8526
 1446.75 -50.6234
 1446.77 -50.3441
 1446.78 -50.1316
 1446.79 -49.885
 1446.81 -49.5964
 1446.82 -49.2571
 1446.83 -48.8578
 1446.84 -48.3905
 1446.86 -47.8493
 1446.87 -47.2322
 1446.88 -46.5403
 1446.89 -45.7767
 1446.91 -44.9437
 1446.92 -44.0406
 1446.93 -43.0627
 1446.94 -42.0018
 1446.96 -40.849
 1446.97 -39.5983
 1446.98 -38.2504
 1446.99 -36.8152
 1447.01 -35.3112
 1447.02 -33.762
 1447.03 -32.1895
 1447.05 -30.6084
 1447.06 -29.0233
 1447.07 -27.4268
 1447.08 -25.7999
 1447.1 -24.1144
 1447.11 -22.3351
 1447.13 -18.908
 1447.15 -14.8775
 1447.17 -10.0963
 1447.2 -4.59849
 1447.22 1.30485
 1447.24 7.00678
 1447.26 12.0107
 1447.28 16.0093
 1447.31 19.0484
 1447.33 21.3146
 1447.35 22.9758
 1447.37 24.1686
 1447.39 25.0144
 1447.41 25.6068
 1447.44 26.0015
 1447.46 26.2285
 1447.48 26.3088
 1447.5 26.263
 1447.52 26.1102
 1447.55 25.8659
 1447.57 25.542
 1447.59 25.1486
 1447.61 24.6953
 1447.63 24.1912
 1447.66 23.6444
 1447.68 23.0611
 1447.7 22.4459
 1447.72 21.8025
 1447.74 21.134
 1447.76 20.4429
 1447.79 19.7317
 1447.81 19.0028
 1447.83 18.2583
 1447.85 17.5007
 1447.87 16.7321
 1447.9 15.9547
 1447.92 15.1701
 1447.94 14.3801
 1447.96 13.5856
 1447.98 12.7876
 1448.01 11.9865
 1448.03 11.1825
 1448.05 10.3756
 1448.07 9.56571
 1448.09 8.75259
 1448.12 7.936
 1448.14 7.11567
 1448.16 6.29136
 1448.18 5.46288
 1448.2 4.63016
 1448.22 3.79325
 1448.25 2.95237
 1448.27 2.10789
 1448.29 1.26033
 1448.31 0.410335
 1448.33 -0.441408
 1448.36 -1.29421
 1448.38 -2.14743
 1448.4 -3.00047
 1448.42 -3.85287
 1448.44 -4.70427
 1448.47 -5.55439
 1448.49 -6.40306
 1448.51 -7.25012
 1448.53 -8.0954
 1448.55 -8.93875
 1448.57 -9.7801
 1448.6 -10.6194
 1448.62 -11.4568
 1448.64 -12.2923
 1448.66 -13.1251
 1448.68 -13.9548
 1448.71 -14.7813
 1448.73 -15.6045
 1448.75 -16.4239
 1448.77 -17.2394
 1448.79 -18.0508
 1448.82 -18.8581
 1448.84 -19.661
 1448.86 -20.4595
 1448.88 -21.2532
 1448.9 -22.0419
 1448.92 -22.8252
 1448.95 -23.6029
 1448.97 -24.3746
 1448.99 -25.14
 1449.01 -25.8986
 1449.03 -26.65
 1449.06 -27.3937
 1449.08 -28.1294
 1449.1 -28.8564
 1449.12 -29.5744
 1449.14 -30.2827
 1449.17 -30.981
 1449.19 -31.6687
 1449.21 -32.3453
 1449.23 -33.0104
 1449.25 -33.6635
 1449.28 -34.3042
 1449.3 -34.9322
 1449.32 -35.5471
 1449.34 -36.1487
 1449.36 -36.7367
 1449.38 -37.3111
 1449.41 -37.8716
 1449.43 -38.4182
 1449.45 -38.9508
 1449.47 -39.4696
 1449.49 -39.9744
 1449.52 -40.4656
 1449.54 -40.9431
 1449.56 -41.4072
 1449.58 -41.858
 1449.6 -42.2958
 1449.63 -42.7209
 1449.65 -43.1333
 1449.67 -43.5336
 1449.69 -43.9218
 1449.71 -44.2982
 1449.73 -44.6632
 1449.76 -45.017
 1449.78 -45.3598
 1449.8 -45.692
 1449.82 -46.0138
 1449.84 -46.3255
 1449.87 -46.6273
 1449.89 -46.9195
 1449.91 -47.2023
 1449.93 -47.4761
 1449.95 -47.741
 1449.98 -47.9973
 1450 -48.2453
 1450.02 -48.4852
 1450.04 -48.7173
 1450.06 -48.9418
 1450.09 -49.1589
 1450.11 -49.369
 1450.13 -49.5721
 1450.16 -49.8826
 1450.2 -50.1771
 1450.23 -50.4564
 1450.27 -50.7214
 1450.3 -50.9729
 1450.34 -51.2116
 1450.37 -51.4382
 1450.41 -51.6534
 1450.44 -51.8579
 1450.48 -52.0522
 1450.51 -52.2369
 1450.55 -52.4125
 1450.58 -52.5796
 1450.62 -52.7385
 1450.65 -52.8896
 1450.69 -53.0334
 1450.72 -53.1701
 1450.76 -53.3002
 1450.79 -53.4239
 1450.83 -53.5415
 1450.86 -53.6533
 1450.9 -53.7596
 1450.93 -53.8605
 1450.97 -53.9563
 1451 -54.0472
 1451.04 -54.1335
 1451.07 -54.2154
 1451.11 -54.2931
 1451.14 -54.3667
 1451.18 -54.4365
 1451.21 -54.5027
 1451.25 -54.5654
 1451.28 -54.6248
 1451.32 -54.681
 1451.35 -54.7343
 1451.39 -54.7848
 1451.42 -54.8325
 1451.46 -54.8777
 1451.49 -54.9205
 1451.53 -54.9609
 1451.56 -54.9991
 1451.6 -55.0353
 1451.63 -55.0695
 1451.67 -55.1018
 1451.72 -55.1502
 1451.76 -55.1779
 1451.79 -55.204
 1451.83 -55.2286
 1451.86 -55.2519
 1451.9 -55.2738
 1451.93 -55.2945
 1451.97 -55.3139
 1452 -55.3322
 1452.03 -55.3494
 1452.07 -55.3656
 1452.1 -55.3808
 1452.14 -55.3951
 1452.17 -55.4084
 1452.21 -55.4209
 1452.24 -55.4326
 1452.28 -55.4435
 1452.31 -55.4536
 1452.37 -55.4698
 1452.44 -55.4838
 1452.5 -55.4959
 1452.56 -55.5062
 1452.62 -55.5147
 1452.68 -55.5216
 1452.74 -55.5271
 1452.8 -55.5311
 1452.87 -55.5337
 1452.93 -55.5352
 1453.03 -55.5351
 1453.13 -55.5324
 1453.23 -55.5273
 1453.29 -55.523
 1453.35 -55.518
 1453.41 -55.5124
 1453.47 -55.5061
 1453.59 -55.4928
 1453.7 -55.4777
 1453.81 -55.4611
 1453.93 -55.4432
 1454.04 -55.4242
 1454.22 -55.3919
 1454.41 -55.3577
 1454.59 -55.3219
 1454.77 -55.285
 1455.05 -55.2278
 1455.32 -55.1688
 1455.75 -55.0729
 1456.19 -54.9732
 1456.62 -54.87
 1457.05 -54.7621
 1457.49 -54.6494
 1457.92 -54.5278
 1458.35 -54.4004
 1458.78 -54.2606
 1459.22 -54.1042
 1459.65 -53.9224
 1460.08 -53.7085
 1460.19 -53.6486
 1460.3 -53.5845
 1460.41 -53.5154
 1460.59 -53.3843
 1460.78 -53.2342
 1460.96 -53.0565
 1461.15 -52.8409
 1461.33 -52.5601
 1461.38 -52.475
 1461.42 -52.3802
 1461.47 -52.2735
 1461.52 -52.1518
 1461.56 -52.0111
 1461.63 -51.7464
 1461.7 -51.3801
 1461.72 -51.2651
 1461.74 -51.1364
 1461.76 -50.9908
 1461.78 -50.716
 1461.81 -50.3611
 1461.83 -50.0714
 1461.85 -49.7148
 1461.86 -49.2695
 1461.88 -48.7111
 1461.89 -48.2678
 1461.91 -47.7604
 1461.92 -47.1879
 1461.93 -46.5518
 1461.94 -45.8552
 1461.95 -45.1004
 1461.96 -44.2874
 1461.98 -43.4129
 1461.99 -42.4709
 1462 -41.4539
 1462.01 -40.3554
 1462.02 -39.1729
 1462.04 -37.0064
 1462.06 -34.6682
 1462.08 -32.2397
 1462.1 -29.7885
 1462.12 -27.3268
 1462.14 -24.7932
 1462.16 -22.0678
 1462.18 -19.0046
 1462.2 -15.4562
 1462.22 -11.321
 1462.24 -6.60356
 1462.26 -1.46106
 1462.28 3.7382
 1462.3 8.55968
 1462.32 12.6962
 1462.34 16.0634
 1462.36 18.7157
 1462.38 20.7529
 1462.4 22.2879
 1462.42 23.4356
 1462.44 24.2962
 1462.46 24.933
 1462.48 25.387
 1462.5 25.6873
 1462.52 25.8561
 1462.54 25.9116
 1462.56 25.869
 1462.58 25.7411
 1462.6 25.538
 1462.62 25.2683
 1462.64 24.9398
 1462.66 24.5601
 1462.67 24.136
 1462.69 23.6737
 1462.71 23.1783
 1462.73 22.654
 1462.75 22.1041
 1462.77 21.5312
 1462.79 20.9376
 1462.81 20.3253
 1462.83 19.6959
 1462.85 19.0513
 1462.87 18.3932
 1462.89 17.7233
 1462.91 17.0432
 1462.93 16.3546
 1462.95 15.6588
 1462.97 14.9574
 1462.99 14.2513
 1463.01 13.5415
 1463.03 12.8286
 1463.05 12.1131
 1463.07 11.3952
 1463.09 10.675
 1463.11 9.9525
 1463.13 9.22756
 1463.15 8.50008
 1463.17 7.76988
 1463.19 7.03676
 1463.21 6.30056
 1463.23 5.56112
 1463.25 4.81837
 1463.27 4.07228
 1463.29 3.32294
 1463.31 2.57055
 1463.33 1.8154
 1463.35 1.05789
 1463.37 0.298472
 1463.39 -0.46235
 1463.41 -1.22408
 1463.43 -1.98623
 1463.45 -2.74835
 1463.47 -3.51007
 1463.49 -4.27106
 1463.5 -5.03108
 1463.52 -5.78995
 1463.54 -6.54754
 1463.56 -7.3037
 1463.58 -8.05829
 1463.6 -8.81119
 1463.62 -9.56233
 1463.64 -10.3117
 1463.66 -11.0594
 1463.68 -11.8053
 1463.7 -12.5495
 1463.72 -13.2913
 1463.74 -14.0305
 1463.76 -14.767
 1463.78 -15.5007
 1463.8 -16.2313
 1463.82 -16.9587
 1463.84 -17.6829
 1463.86 -18.4037
 1463.88 -19.1212
 1463.9 -19.835
 1463.92 -20.5451
 1463.94 -21.2514
 1463.96 -21.9535
 1463.98 -22.6513
 1464 -23.3445
 1464.02 -24.033
 1464.04 -24.7164
 1464.06 -25.3946
 1464.08 -26.0671
 1464.1 -26.7337
 1464.12 -27.394
 1464.14 -28.0478
 1464.16 -28.6947
 1464.18 -29.3343
 1464.2 -29.9664
 1464.22 -30.5905
 1464.24 -31.2063
 1464.26 -31.8135
 1464.28 -32.4117
 1464.3 -33.0007
 1464.32 -33.5801
 1464.33 -34.1497
 1464.35 -34.7092
 1464.37 -35.2584
 1464.39 -35.7972
 1464.41 -36.3253
 1464.43 -36.8426
 1464.45 -37.3491
 1464.47 -37.8447
 1464.49 -38.3292
 1464.51 -38.8028
 1464.53 -39.2655
 1464.55 -39.7172
 1464.57 -40.158
 1464.59 -40.5881
 1464.61 -41.0076
 1464.63 -41.4165
 1464.65 -41.8151
 1464.67 -42.2034
 1464.69 -42.5817
 1464.71 -42.9501
 1464.73 -43.3088
 1464.75 -43.6579
 1464.77 -43.9977
 1464.79 -44.3284
 1464.81 -44.6502
 1464.83 -44.9631
 1464.85 -45.2675
 1464.87 -45.5635
 1464.89 -45.8513
 1464.91 -46.131
 1464.93 -46.403
 1464.95 -46.6672
 1464.97 -46.924
 1464.99 -47.1736
 1465.01 -47.416
 1465.03 -47.6514
 1465.05 -47.8802
 1465.07 -48.1023
 1465.09 -48.3181
 1465.11 -48.5276
 1465.13 -48.7311
 1465.15 -48.9288
 1465.16 -49.1207
 1465.2 -49.4199
 1465.23 -49.7052
 1465.26 -49.9773
 1465.29 -50.2369
 1465.32 -50.4846
 1465.36 -50.721
 1465.39 -50.9465
 1465.42 -51.1618
 1465.45 -51.3673
 1465.48 -51.5636
 1465.52 -51.7511
 1465.55 -51.9303
 1465.58 -52.1015
 1465.61 -52.2651
 1465.65 -52.4215
 1465.68 -52.5711
 1465.71 -52.7142
 1465.74 -52.8511
 1465.77 -52.982
 1465.81 -53.1073
 1465.84 -53.2271
 1465.87 -53.3418
 1465.9 -53.4515
 1465.93 -53.5564
 1465.97 -53.6568
 1466 -53.7527
 1466.03 -53.8444
 1466.06 -53.932
 1466.09 -54.0156
 1466.13 -54.0954
 1466.16 -54.1715
 1466.19 -54.244
 1466.22 -54.313
 1466.25 -54.3786
 1466.29 -54.4409
 1466.32 -54.5001
 1466.35 -54.5561
 1466.38 -54.6092
 1466.41 -54.6594
 1466.45 -54.7068
 1466.48 -54.7515
 1466.51 -54.7937
 1466.54 -54.8333
 1466.57 -54.8706
 1466.61 -54.9056
 1466.64 -54.9385
 1466.67 -54.9693
 1466.7 -54.9981
 1466.73 -55.025
 1466.77 -55.0502
 1466.8 -55.0737
 1466.83 -55.0956
 1466.86 -55.116
 1466.89 -55.135
 1466.93 -55.1526
 1466.98 -55.1779
 1467.03 -55.2003
 1467.08 -55.2202
 1467.13 -55.2377
 1467.18 -55.253
 1467.23 -55.2664
 1467.28 -55.2781
 1467.31 -55.2851
 1467.35 -55.2914
 1467.38 -55.297
 1467.41 -55.3021
 1467.45 -55.3066
 1467.51 -55.3138
 1467.55 -55.3173
 1467.59 -55.3202
 1467.63 -55.3226
 1467.67 -55.3245
 1467.71 -55.326
 1467.74 -55.327
 1467.78 -55.3276
 1467.82 -55.3278
 1467.86 -55.3276
 1467.9 -55.3271
 1467.94 -55.3263
 1467.97 -55.3251
 1468.01 -55.3237
 1468.05 -55.3219
 1468.09 -55.3199
 1468.16 -55.3158
 1468.22 -55.311
 1468.29 -55.3055
 1468.35 -55.2993
 1468.45 -55.2886
 1468.55 -55.2767
 1468.65 -55.2635
 1468.75 -55.2493
 1468.85 -55.2341
 1468.95 -55.2181
 1469.05 -55.2014
 1469.15 -55.184
 1469.25 -55.166
 1469.36 -55.1476
 1469.46 -55.1287
 1469.56 -55.1094
 1469.71 -55.0791
 1469.86 -55.0481
 1470.15 -54.9893
 1470.43 -54.9288
 1470.72 -54.8667
 1471 -54.803
 1471.29 -54.7375
 1471.57 -54.67
 1471.86 -54.6
 1472.3 -54.4863
 1472.74 -54.364
 1473.18 -54.2305
 1473.62 -54.0827
 1474.28 -53.8199
 1474.94 -53.4742
 1475.6 -52.9585
 1475.76 -52.7829
 1475.93 -52.5591
 1476.09 -52.245
 1476.13 -52.1461
 1476.18 -52.0347
 1476.26 -51.7494
 1476.28 -51.6626
 1476.3 -51.5674
 1476.34 -51.3429
 1476.39 -51.0531
 1476.41 -50.8639
 1476.43 -50.638
 1476.45 -50.3612
 1476.47 -50.0127
 1476.49 -49.7673
 1476.5 -49.4807
 1476.51 -49.144
 1476.53 -48.7484
 1476.54 -48.2854
 1476.55 -47.749
 1476.56 -47.1367
 1476.58 -46.4494
 1476.59 -45.6897
 1476.6 -44.8603
 1476.62 -43.9608
 1476.63 -42.9869
 1476.64 -41.9311
 1476.65 -40.785
 1476.67 -39.543
 1476.68 -38.2057
 1476.69 -36.7827
 1476.71 -34.4307
 1476.73 -31.9938
 1476.75 -29.5332
 1476.77 -27.051
 1476.79 -24.4827
 1476.81 -21.7033
 1476.83 -18.5647
 1476.85 -14.9216
 1476.87 -10.686
 1476.89 -5.88265
 1476.91 -0.707608
 1476.93 4.44534
 1476.95 9.14661
 1476.97 13.1287
 1476.99 16.3432
 1477.01 18.8607
 1477.03 20.7854
 1477.05 22.231
 1477.07 23.3101
 1477.09 24.1151
 1477.11 24.7078
 1477.13 25.1261
 1477.15 25.3945
 1477.18 25.5335
 1477.2 25.5615
 1477.22 25.4939
 1477.24 25.3426
 1477.26 25.1175
 1477.28 24.8269
 1477.3 24.479
 1477.32 24.0812
 1477.34 23.6404
 1477.36 23.1626
 1477.38 22.6526
 1477.4 22.1144
 1477.42 21.551
 1477.44 20.965
 1477.46 20.3586
 1477.48 19.7338
 1477.5 19.0923
 1477.52 18.436
 1477.54 17.7666
 1477.56 17.086
 1477.58 16.3959
 1477.6 15.6979
 1477.62 14.9934
 1477.64 14.2837
 1477.66 13.5699
 1477.68 12.8527
 1477.7 12.1327
 1477.72 11.4101
 1477.74 10.6852
 1477.76 9.95802
 1477.78 9.22838
 1477.8 8.49623
 1477.82 7.76138
 1477.84 7.02363
 1477.86 6.2828
 1477.88 5.53871
 1477.9 4.79126
 1477.92 4.04041
 1477.94 3.28623
 1477.96 2.52889
 1477.98 1.76869
 1478 1.00602
 1478.02 0.241351
 1478.04 -0.5248
 1478.06 -1.29191
 1478.08 -2.05948
 1478.1 -2.82703
 1478.12 -3.59416
 1478.14 -4.36052
 1478.16 -5.12586
 1478.18 -5.88997
 1478.2 -6.6527
 1478.22 -7.41391
 1478.24 -8.17341
 1478.26 -8.93109
 1478.28 -9.68688
 1478.3 -10.4408
 1478.32 -11.1928
 1478.34 -11.9429
 1478.36 -12.691
 1478.38 -13.4365
 1478.4 -14.1792
 1478.42 -14.919
 1478.44 -15.6558
 1478.46 -16.3894
 1478.48 -17.1196
 1478.5 -17.8464
 1478.52 -18.5697
 1478.54 -19.2895
 1478.56 -20.0055
 1478.58 -20.7176
 1478.6 -21.4255
 1478.62 -22.1292
 1478.64 -22.8284
 1478.66 -23.5228
 1478.68 -24.2122
 1478.7 -24.8964
 1478.72 -25.575
 1478.74 -26.2478
 1478.76 -26.9144
 1478.78 -27.5745
 1478.8 -28.2278
 1478.82 -28.874
 1478.84 -29.5126
 1478.86 -30.1434
 1478.88 -30.766
 1478.9 -31.3801
 1478.92 -31.9853
 1478.94 -32.5814
 1478.96 -33.1679
 1478.98 -33.7447
 1479 -34.3116
 1479.02 -34.8681
 1479.04 -35.4143
 1479.06 -35.9498
 1479.08 -36.4747
 1479.1 -36.9886
 1479.12 -37.4917
 1479.14 -37.9837
 1479.16 -38.4648
 1479.18 -38.9349
 1479.2 -39.394
 1479.22 -39.8422
 1479.24 -40.2796
 1479.26 -40.7062
 1479.28 -41.1223
 1479.3 -41.5278
 1479.32 -41.9231
 1479.34 -42.3082
 1479.36 -42.6832
 1479.38 -43.0485
 1479.4 -43.4041
 1479.42 -43.7503
 1479.44 -44.0872
 1479.47 -44.415
 1479.49 -44.7339
 1479.51 -45.0441
 1479.53 -45.3457
 1479.55 -45.6391
 1479.57 -45.9243
 1479.59 -46.2015
 1479.61 -46.4709
 1479.63 -46.7328
 1479.65 -46.9872
 1479.67 -47.2344
 1479.69 -47.4745
 1479.71 -47.7078
 1479.73 -47.9344
 1479.75 -48.1545
 1479.77 -48.3683
 1479.79 -48.5759
 1479.81 -48.7775
 1479.84 -49.0753
 1479.87 -49.3601
 1479.9 -49.6325
 1479.93 -49.893
 1479.96 -50.1423
 1479.99 -50.3808
 1480.02 -50.609
 1480.05 -50.8274
 1480.08 -51.0366
 1480.11 -51.237
 1480.15 -51.4289
 1480.18 -51.6128
 1480.21 -51.7891
 1480.24 -51.9582
 1480.27 -52.1203
 1480.3 -52.2759
 1480.33 -52.4252
 1480.36 -52.5685
 1480.39 -52.7061
 1480.42 -52.8382
 1480.45 -52.9651
 1480.48 -53.0871
 1480.51 -53.2042
 1480.55 -53.3167
 1480.58 -53.4248
 1480.61 -53.5287
 1480.64 -53.6285
 1480.67 -53.7244
 1480.7 -53.8165
 1480.73 -53.905
 1480.76 -53.99
 1480.79 -54.0716
 1480.82 -54.15
 1480.85 -54.2251
 1480.9 -54.3391
 1480.95 -54.4456
 1481 -54.5451
 1481.05 -54.638
 1481.1 -54.7246
 1481.15 -54.8052
 1481.2 -54.8802
 1481.25 -54.9497
 1481.3 -55.0142
 1481.35 -55.0738
 1481.39 -55.1288
 1481.44 -55.1794
 1481.49 -55.2259
 1481.54 -55.2684
 1481.59 -55.3071
 1481.64 -55.3423
 1481.69 -55.3741
 1481.74 -55.4026
 1481.79 -55.4281
 1481.84 -55.4506
 1481.89 -55.4703
 1481.94 -55.4875
 1481.99 -55.5021
 1482.03 -55.5144
 1482.08 -55.5244
 1482.13 -55.5323
 1482.18 -55.5383
 1482.23 -55.5423
 1482.28 -55.5446
 1482.33 -55.5452
 1482.38 -55.5442
 1482.43 -55.5416
 1482.48 -55.5377
 1482.53 -55.5325
 1482.61 -55.5216
 1482.69 -55.508
 1482.76 -55.492
 1482.84 -55.4741
 1482.92 -55.4546
 1483 -55.4338
 1483.08 -55.412
 1483.16 -55.3896
 1483.24 -55.3668
 1483.32 -55.3438
 1483.4 -55.3208
 1483.53 -55.2831
 1483.66 -55.246
 1483.79 -55.2099
 1483.92 -55.1747
 1484.05 -55.1405
 1484.18 -55.1072
 1484.31 -55.0747
 1484.44 -55.0428
 1484.64 -54.9957
 1484.83 -54.9495
 1485.03 -54.9037
 1485.23 -54.8583
 1485.43 -54.8129
 1485.62 -54.7674
 1485.82 -54.7214
 1486.19 -54.6336
 1486.56 -54.5425
 1486.93 -54.4469
 1487.3 -54.3454
 1487.67 -54.2365
 1488.04 -54.1177
 1488.41 -53.9865
 1489.02 -53.7297
 1489.63 -53.3882
 1490.24 -52.8711
 1490.39 -52.6937
 1490.54 -52.4666
 1490.7 -52.1456
 1490.73 -52.044
 1490.77 -51.9292
 1490.85 -51.6468
 1490.87 -51.5613
 1490.88 -51.4677
 1490.92 -51.2423
 1490.96 -50.9529
 1490.98 -50.758
 1491 -50.525
 1491.02 -50.2399
 1491.04 -49.8824
 1491.06 -49.6282
 1491.07 -49.3326
 1491.08 -48.9876
 1491.09 -48.5854
 1491.11 -48.1195
 1491.12 -47.5858
 1491.13 -46.983
 1491.14 -46.3127
 1491.16 -45.5775
 1491.17 -44.7791
 1491.18 -43.9168
 1491.19 -42.9868
 1491.21 -41.3753
 1491.23 -39.5592
 1491.25 -37.5378
 1491.27 -35.3458
 1491.29 -33.0471
 1491.31 -30.7059
 1491.33 -28.3485
 1491.35 -25.9456
 1491.37 -23.4163
 1491.38 -20.6449
 1491.4 -17.5009
 1491.42 -13.8672
 1491.44 -9.68692
 1491.46 -5.0115
 1491.48 -0.0484653
 1491.5 4.84552
 1491.52 9.30529
 1491.54 13.1018
 1491.56 16.184
 1491.58 18.6159
